variant,trades,win_rate,sharpe,cagr,max_dd,total,in_mkt,group,asset,start,end
MODEL-FLIP,54,,0.30175763818205725,0.08524084844799518,-0.6096000509969237,2.616617087151231,1.0,Stocks,LLY,2011-01-03,2026-09-21
BUY & HOLD,0,,0.8237199572150934,0.2498627350021938,-0.34829481501901416,32.28257184709821,1.0,Stocks,LLY,2011-01-03,2026-09-21
ORIGINAL,64,0.328125,0.012792802018669596,0.0033005762153945906,-0.536279791563852,0.05315775314407012,0.9213255755122691,Stocks,JPM,2011-01-03,2026-09-22
HYBRID,36,0.3055555555555556,-0.12586860592767357,-0.022545281727887945,-0.4323481246780332,-0.3012222158069958,0.3675689349860865,Stocks,JPM,2011-01-03,2026-09-22
MODEL-FLIP,60,,0.023826412893682657,0.006493526175769482,-0.632333542894632,0.10709038526166825,1.0,Stocks,JPM,2011-01-03,2026-09-22
BUY & HOLD,0,,0.481400009699337,0.13962616616021428,-0.43986107569220445,6.801743591431412,1.0,Stocks,JPM,2011-01-03,2026-09-22
ORIGINAL,50,0.3,0.11928433290265228,0.02777336378179851,-0.6620010626007962,0.5380488106522068,0.9129554655870445,Stocks,V,2011-01-03,2026-09-21
HYBRID,27,0.18518518518518517,-0.2671795598304411,-0.041210776354965284,-0.6699406451236648,-0.4838518280782055,0.2806174089068826,Stocks,V,2011-01-03,2026-09-21
MODEL-FLIP,42,,0.31421288394979785,0.07877231279078178,-0.6794256155186842,2.2923072000152938,1.0,Stocks,V,2011-01-03,2026-09-21
BUY & HOLD,0,,0.803657048753063,0.21371043756226982,-0.3636491160904074,19.98411967201391,1.0,Stocks,V,2011-01-03,2026-09-21
ORIGINAL,66,0.3939393939393939,0.10803999005911442,0.020629579606951554,-0.5647665630955995,0.37844551962303963,0.9203136858082469,Stocks,WMT,2011-01-03,2026-09-22
HYBRID,42,0.2619047619047619,-0.29991366620462806,-0.043482367255997856,-0.5649506204234794,-0.5027987190883678,0.47103465722236276,Stocks,WMT,2011-01-03,2026-09-22
MODEL-FLIP,57,,0.33054346112354244,0.06953680121916284,-0.3591033401746697,1.8767264412438558,1.0,Stocks,WMT,2011-01-03,2026-09-22
BUY & HOLD,0,,0.563639986634357,0.12139617071606046,-0.37636785638455894,5.054985547534042,1.0,Stocks,WMT,2011-01-03,2026-09-22
ORIGINAL,76,0.3684210526315789,-0.017005957786494823,-0.004135713319124545,-0.6845306998455785,-0.06305303037766918,0.8727226720647774,Stocks,XOM,2011-01-03,2026-09-21
HYBRID,47,0.2765957446808511,-0.2724217457415718,-0.04508624354544277,-0.5459623245512515,-0.5156811921880009,0.4483805668016194,Stocks,XOM,2011-01-03,2026-09-21
MODEL-FLIP,80,,0.028144017593357412,0.007212209641446199,-0.7266488637703705,0.11955916748580431,1.0,Stocks,XOM,2011-01-03,2026-09-21
BUY & HOLD,0,,0.187679097196054,0.04908315200736113,-0.6986970531663853,1.123407063335128,1.0,Stocks,XOM,2011-01-03,2026-09-21
ORIGINAL,63,0.2698412698412698,-0.18406050856279527,-0.047333842097392886,-0.7200395975664844,-0.5332888838172001,0.916244939271255,Stocks,UNH,2011-01-03,2026-09-21
HYBRID,39,0.2564102564102564,-0.2993152939680306,-0.06119001490077569,-0.7970291685897786,-0.6292754639879088,0.5048076923076923,Stocks,UNH,2011-01-03,2026-09-21
MODEL-FLIP,55,,0.01106419339318708,0.003132336208569342,-0.6489538711730878,0.0503763769409713,1.0,Stocks,UNH,2011-01-03,2026-09-21
BUY & HOLD,0,,0.5224224204943472,0.15902936650286836,-0.6197201051220138,9.168596463704846,1.0,Stocks,UNH,2011-01-03,2026-09-21
ORIGINAL,50,0.3,0.14141433971096165,0.03571180025500231,-0.6673788829082712,0.7357361636519073,0.9073886639676113,Stocks,MA,2011-01-03,2026-09-21
HYBRID,30,0.26666666666666666,-0.18195002571547034,-0.029904204630188613,-0.7301204194054998,-0.3794335189830037,0.40131578947368424,Stocks,MA,2011-01-03,2026-09-21
MODEL-FLIP,51,,0.08792849326564599,0.02341282334022221,-0.7794485947619787,0.43863898549489444,1.0,Stocks,MA,2011-01-03,2026-09-21
BUY & HOLD,0,,0.7861866164105553,0.22947761409170764,-0.4099721253417242,24.702967984869037,1.0,Stocks,MA,2011-01-03,2026-09-21
ORIGINAL,74,0.3108108108108108,0.11297752742794333,0.0347745416674301,-0.7924672638284573,0.7113754124614493,0.8808499873513786,Stocks,ORCL,2011-01-03,2026-09-22
HYBRID,40,0.25,0.041148199426925665,0.009053898841235641,-0.6010038415830916,0.1521950130962213,0.4748292436124462,Stocks,ORCL,2011-01-03,2026-09-22
MODEL-FLIP,60,,0.3675481899646402,0.12455469656146523,-0.5273920117059394,5.328676317666091,1.0,Stocks,ORCL,2011-01-03,2026-09-22
BUY & HOLD,0,,0.3090941261401534,0.10374433353563828,-0.6497730863261855,3.7185323525709117,1.0,Stocks,ORCL,2011-01-03,2026-09-22
ORIGINAL,71,0.28169014084507044,-0.010544199474415403,-0.0019967064062258455,-0.5392690808499463,-0.030921962422437388,0.8800607287449392,Stocks,COST,2011-01-03,2026-09-21
HYBRID,40,0.375,0.2382149810366488,0.03769353575918055,-0.47636352946577876,0.7886703960698449,0.5931174089068826,Stocks,COST,2011-01-03,2026-09-21
MODEL-FLIP,61,,0.30604780657645986,0.06524110541273354,-0.3677771819582649,1.699922153599509,1.0,Stocks,COST,2011-01-03,2026-09-21
BUY & HOLD,0,,0.7767176355605808,0.1737416015209876,-0.3151385559807476,11.397957297288878,1.0,Stocks,COST,2011-01-03,2026-09-21
ORIGINAL,70,0.3142857142857143,0.12222160288354035,0.02795931179885769,-0.46771472410000237,0.5424277022163135,0.9337044534412956,Stocks,HD,2011-01-03,2026-09-21
HYBRID,44,0.29545454545454547,0.1085512071155028,0.01830604887009235,-0.4844463150692532,0.32987227048486334,0.5544028340080972,Stocks,HD,2011-01-03,2026-09-21
MODEL-FLIP,63,,0.14199924827108865,0.03395804892666776,-0.5454463556611395,0.6901186100835666,1.0,Stocks,HD,2011-01-03,2026-09-21
BUY & HOLD,0,,0.5767821279603825,0.14516901301984464,-0.38405800637642196,7.416879089442279,1.0,Stocks,HD,2011-01-03,2026-09-21
ORIGINAL,68,0.29411764705882354,-0.2422100780489336,-0.03976479867920757,-0.6327519807064128,-0.47148210360313736,0.916751012145749,Stocks,PG,2011-01-03,2026-09-21
HYBRID,38,0.3684210526315789,0.1320622525664079,0.01631252262260574,-0.46058062092219554,0.2895420462758256,0.5495951417004049,Stocks,PG,2011-01-03,2026-09-21
MODEL-FLIP,66,,-0.025763483413327404,-0.004542001185707578,-0.5417216690054376,-0.06904220827623975,1.0,Stocks,PG,2011-01-03,2026-09-21
BUY & HOLD,0,,0.29309341511124837,0.05311558514974779,-0.2717740399603622,1.2553652833436177,1.0,Stocks,PG,2011-01-03,2026-09-21
ORIGINAL,69,0.2608695652173913,-0.21194060689745547,-0.03450907509299528,-0.63285234446087,-0.42414402015175423,0.9149797570850202,Stocks,JNJ,2011-01-03,2026-09-21
HYBRID,42,0.38095238095238093,0.17348690341378298,0.02398349131671429,-0.22693570661201978,0.4512976768576915,0.6508097165991903,Stocks,JNJ,2011-01-03,2026-09-21
MODEL-FLIP,70,,-0.026005834410438924,-0.004501196235838223,-0.591979154315655,-0.06844231698955527,1.0,Stocks,JNJ,2011-01-03,2026-09-21
BUY & HOLD,0,,0.5344856157763651,0.09708916884784258,-0.2782648521005331,3.289557506045404,1.0,Stocks,JNJ,2011-01-03,2026-09-21
ORIGINAL,67,0.40298507462686567,0.5416599543631371,0.28852188982436355,-0.7282192860089916,52.7555211969983,0.9309385277004807,Stocks,NFLX,2011-01-03,2026-09-22
HYBRID,37,0.3783783783783784,0.0388046195603843,0.013507569273160325,-0.7831072851240044,0.2347775913194845,0.4394131039716671,Stocks,NFLX,2011-01-03,2026-09-22
MODEL-FLIP,54,,0.5756029051368251,0.32112802154419673,-0.7257521122536841,78.61816601658983,1.0,Stocks,NFLX,2011-01-03,2026-09-22
BUY & HOLD,0,,0.439494526572107,0.23701964178264023,-0.8199043380565593,27.312319803750782,1.0,Stocks,NFLX,2011-01-03,2026-09-22
ORIGINAL,69,0.391304347826087,0.27353754575712336,0.0866705714720657,-0.5541780719052327,2.693064857852243,0.8914748292436124,Stocks,BAC,2011-01-03,2026-09-22
HYBRID,41,0.24390243902439024,-0.24145913776471464,-0.04789183486275139,-0.7105493987106342,-0.5376284849240274,0.3625094864659752,Stocks,BAC,2011-01-03,2026-09-22
MODEL-FLIP,63,,0.17439225504578598,0.058435053302857476,-0.6095126311120023,1.4415867291928515,1.0,Stocks,BAC,2011-01-03,2026-09-22
BUY & HOLD,0,,0.26888122610271037,0.09151546873206295,-0.6727869002545466,2.960535759326738,1.0,Stocks,BAC,2011-01-03,2026-09-22
ORIGINAL,62,0.3387096774193548,-0.09260573791689573,-0.022647035415919725,-0.6582576520218828,-0.2696362907353175,0.8689855072463768,Stocks,ABBV,2013-01-02,2026-09-21
HYBRID,43,0.2558139534883721,-0.26681635511571017,-0.05221646171139316,-0.6409928041276193,-0.5207875124508499,0.5791304347826087,Stocks,ABBV,2013-01-02,2026-09-21
MODEL-FLIP,60,,-0.04929848085282135,-0.013028999966001042,-0.7120457198240175,-0.16463660765873578,1.0,Stocks,ABBV,2013-01-02,2026-09-21
BUY & HOLD,0,,0.5536072324175985,0.1585777714280907,-0.48884019145997004,6.530752250285856,1.0,Stocks,ABBV,2013-01-02,2026-09-21
ORIGINAL,71,0.28169014084507044,-0.16852726786112712,-0.055115426424165004,-0.7126427859056997,-0.5897291095594523,0.8881578947368421,Stocks,CRM,2011-01-03,2026-09-21
HYBRID,47,0.3191489361702128,0.146413222067382,0.042876322613613294,-0.6268364462982372,0.9343424943249612,0.6141194331983806,Stocks,CRM,2011-01-03,2026-09-21
MODEL-FLIP,70,,-0.14718099853779146,-0.051798711336354275,-0.7916808057488731,-0.5665031778909961,1.0,Stocks,CRM,2011-01-03,2026-09-21
BUY & HOLD,0,,0.3408121599687893,0.13101898381859756,-0.5919210669264676,5.922986459891843,1.0,Stocks,CRM,2011-01-03,2026-09-21
ORIGINAL,64,0.25,-0.317442364371197,-0.049640929709070636,-0.6512671623711146,-0.5507379279537228,0.8674089068825911,Stocks,KO,2011-01-03,2026-09-21
HYBRID,37,0.21621621621621623,-0.1881702700625056,-0.021386261302529963,-0.5521360544711388,-0.28804222196725915,0.4549595141700405,Stocks,KO,2011-01-03,2026-09-21
MODEL-FLIP,66,,-0.20709281069044647,-0.03533349729237034,-0.6361376672374592,-0.43182312528819766,1.0,Stocks,KO,2011-01-03,2026-09-21
BUY & HOLD,0,,0.3600869286611887,0.0645258573258729,-0.3753533892217452,1.671573171296632,1.0,Stocks,KO,2011-01-03,2026-09-21
ORIGINAL,78,0.32051282051282054,-0.20778465119031356,-0.0521041297054432,-0.7290848361806427,-0.5686923164659763,0.882085020242915,Stocks,CVX,2011-01-03,2026-09-21
HYBRID,51,0.19607843137254902,-0.3566239591962859,-0.06489948912191545,-0.7344251897789489,-0.6516382889307166,0.45470647773279355,Stocks,CVX,2011-01-03,2026-09-21
MODEL-FLIP,70,,-0.06552333865394214,-0.017613039648462392,-0.5979320313757637,-0.2436568874036228,1.0,Stocks,CVX,2011-01-03,2026-09-21
BUY & HOLD,0,,0.1866357466132245,0.05191359312430999,-0.5979236279820266,1.2152489967437727,1.0,Stocks,CVX,2011-01-03,2026-09-21
ORIGINAL,71,0.29577464788732394,-0.22921841960640124,-0.04588632307817064,-0.7789054495994769,-0.5220191121889577,0.8836032388663968,Stocks,MRK,2011-01-03,2026-09-21
HYBRID,44,0.18181818181818182,-0.3241065541707633,-0.053307841695740765,-0.8056908950128167,-0.5772197370858367,0.5151821862348178,Stocks,MRK,2011-01-03,2026-09-21
MODEL-FLIP,66,,-0.3158194492297941,-0.06716259336260522,-0.8500210575759222,-0.664654414810469,1.0,Stocks,MRK,2011-01-03,2026-09-21
BUY & HOLD,0,,0.4248906193833217,0.09802271966762977,-0.44742781655530306,3.3472808285612636,1.0,Stocks,MRK,2011-01-03,2026-09-21
ORIGINAL,69,0.30434782608695654,0.29540942890264066,0.17141901486339695,-0.7340843535987669,11.023185395016473,0.8752845939792563,Stocks,AMD,2011-01-03,2026-09-22
HYBRID,43,0.18604651162790697,-0.18773333723874033,-0.06929410907584976,-0.8559954327117274,-0.6765596132923557,0.4566152289400455,Stocks,AMD,2011-01-03,2026-09-22
MODEL-FLIP,66,,0.37701227654193553,0.23916746435171987,-0.7779655093239566,28.094942254436464,1.0,Stocks,AMD,2011-01-03,2026-09-22
BUY & HOLD,0,,0.48098437224670576,0.3145889587613393,-0.8283898223751204,72.64462808335446,1.0,Stocks,AMD,2011-01-03,2026-09-22
ORIGINAL,68,0.23529411764705882,-0.4028169306681059,-0.06614047570082826,-0.7113916875766141,-0.6588331973262984,0.8833502024291497,Stocks,PEP,2011-01-03,2026-09-21
HYBRID,41,0.2682926829268293,-0.2823123562377778,-0.03457796860280993,-0.496324253047004,-0.4247894330922901,0.5222672064777328,Stocks,PEP,2011-01-03,2026-09-21
MODEL-FLIP,71,,-0.3973590799386086,-0.06912391141004381,-0.7207426362479813,-0.6755650641836561,1.0,Stocks,PEP,2011-01-03,2026-09-21
BUY & HOLD,0,,0.23960372434754168,0.04412122574845556,-0.3472363478493604,0.9709505146447237,1.0,Stocks,PEP,2011-01-03,2026-09-21
ORIGINAL,63,0.31746031746031744,0.06921338287288244,0.016409920282475676,-0.7079061619253089,0.29148554685232875,0.9023279352226721,Stocks,TMO,2011-01-03,2026-09-21
HYBRID,36,0.3333333333333333,0.20086690117256326,0.03950904673898492,-0.5100690232385117,0.8384877883009456,0.5182186234817814,Stocks,TMO,2011-01-03,2026-09-21
MODEL-FLIP,56,,0.42383161408033837,0.11340764469744347,-0.5403321755337833,4.409822668393894,1.0,Stocks,TMO,2011-01-03,2026-09-21
BUY & HOLD,0,,0.6169414735620514,0.1692164242179217,-0.41511297962140736,10.667729728086265,1.0,Stocks,TMO,2011-01-03,2026-09-21
ORIGINAL,70,0.32857142857142857,0.0061681410616454355,0.001900207403585652,-0.7203925143168112,0.030288769082749578,0.9056412850999241,Stocks,ADBE,2011-01-03,2026-09-22
HYBRID,38,0.2894736842105263,-0.14906460700245586,-0.03365804238980197,-0.7213927646949657,-0.41616991703523565,0.3845180875284594,Stocks,ADBE,2011-01-03,2026-09-22
MODEL-FLIP,56,,0.20019983163324045,0.06697317607335673,-0.7310340845520559,1.7702360214053243,1.0,Stocks,ADBE,2011-01-03,2026-09-22
BUY & HOLD,0,,0.3990043042094524,0.13786383666504953,-0.7190319086624579,6.614253532404691,1.0,Stocks,ADBE,2011-01-03,2026-09-22
ORIGINAL,59,0.3050847457627119,-0.11647279138853991,-0.0233754326284491,-0.5776545044730621,-0.31044766544285407,0.8891700404858299,Stocks,LIN,2011-01-03,2026-09-21
HYBRID,33,0.3333333333333333,0.18220665056647223,0.0296238727232101,-0.4538680533360301,0.5821497799245543,0.5156882591093117,Stocks,LIN,2011-01-03,2026-09-21
MODEL-FLIP,55,,0.11110761490035746,0.023928620132109613,-0.6003806129615465,0.450075994422904,1.0,Stocks,LIN,2011-01-03,2026-09-21
BUY & HOLD,0,,0.46966067524736804,0.10503453291732434,-0.3290091793679333,3.8046628243534233,1.0,Stocks,LIN,2011-01-03,2026-09-21
ORIGINAL,72,0.375,0.09941738336946225,0.025232462199455297,-0.5656146068959633,0.4794684049738154,0.9137364027321022,Stocks,CSCO,2011-01-03,2026-09-22
HYBRID,48,0.3541666666666667,0.14266015050709097,0.02721754880637195,-0.4933331705000108,0.5251413426681508,0.5765241588666835,Stocks,CSCO,2011-01-03,2026-09-22
MODEL-FLIP,75,,-0.07748330371006427,-0.020077574909742713,-0.6652950441513747,-0.2729721086495681,1.0,Stocks,CSCO,2011-01-03,2026-09-22
BUY & HOLD,0,,0.40063824049071617,0.11051660799702012,-0.42807922137329224,4.194729313342383,1.0,Stocks,CSCO,2011-01-03,2026-09-22
ORIGINAL,75,0.29333333333333333,-0.12528662179375422,-0.03118578405304473,-0.6529447490839435,-0.3921927501066096,0.9084008097165992,Stocks,ACN,2011-01-03,2026-09-21
HYBRID,49,0.2857142857142857,-0.19162221680980535,-0.036591222828457504,-0.717260606639238,-0.443353744934055,0.4832995951417004,Stocks,ACN,2011-01-03,2026-09-21
MODEL-FLIP,70,,-0.0121942079501446,-0.0032261857726931797,-0.6361182438110332,-0.04951445056964243,1.0,Stocks,ACN,2011-01-03,2026-09-21
BUY & HOLD,0,,0.3226161392695682,0.08921062612745945,-0.7004477434425445,2.8302119783063917,1.0,Stocks,ACN,2011-01-03,2026-09-21
ORIGINAL,56,0.4107142857142857,0.32995732345961054,0.06152682006678356,-0.42407277841540525,1.556130620657751,0.8904629395395902,Stocks,MCD,2011-01-03,2026-09-22
HYBRID,36,0.3888888888888889,0.09087861588085154,0.011862396891487936,-0.46359429369346394,0.20364680006643576,0.4743232987604351,Stocks,MCD,2011-01-03,2026-09-22
MODEL-FLIP,63,,0.11674074495269812,0.0222355489723558,-0.47418523408672775,0.4129354231917002,1.0,Stocks,MCD,2011-01-03,2026-09-22
BUY & HOLD,0,,0.4001117819804426,0.07825540546378762,-0.38005873892228426,2.26827690718682,1.0,Stocks,MCD,2011-01-03,2026-09-22
ORIGINAL,79,0.25316455696202533,-0.19323710673200303,-0.05070877724517009,-0.7553709982371414,-0.5586057793385202,0.8453947368421053,Stocks,WFC,2011-01-03,2026-09-21
HYBRID,38,0.18421052631578946,-0.44464909926604185,-0.07920247275060655,-0.7597022549263915,-0.7265801220805304,0.3233805668016194,Stocks,WFC,2011-01-03,2026-09-21
MODEL-FLIP,62,,-0.09659646709702456,-0.028104780136424257,-0.689856422987926,-0.36109493195152353,1.0,Stocks,WFC,2011-01-03,2026-09-21
BUY & HOLD,0,,0.2174109038656594,0.0662488361568847,-0.6793569044168674,1.7403420242114902,1.0,Stocks,WFC,2011-01-03,2026-09-21
ORIGINAL,68,0.3235294117647059,-0.09653924528005489,-0.02015677857712128,-0.6530054687349699,-0.27385471639730385,0.9051113360323887,Stocks,ABT,2011-01-03,2026-09-21
HYBRID,44,0.25,0.02787533153464345,0.0048433895865274135,-0.47551398191450733,0.07888856963047863,0.5440283400809717,Stocks,ABT,2011-01-03,2026-09-21
MODEL-FLIP,67,,0.05881627706454573,0.013225243929733344,-0.5606607393562542,0.22933802883084864,1.0,Stocks,ABT,2011-01-03,2026-09-21
BUY & HOLD,0,,0.42798920232059484,0.1002556664766201,-0.41637216428535295,3.488312395676452,1.0,Stocks,ABT,2011-01-03,2026-09-21
ORIGINAL,89,0.33707865168539325,-0.41838315744042404,-0.09630590393857463,-0.8050720471932038,-0.7963589072000281,0.8825910931174089,Stocks,IBM,2011-01-03,2026-09-21
HYBRID,62,0.4032258064516129,-0.04426475155169784,-0.008615506326647093,-0.3687921192159035,-0.12714128268952896,0.6161437246963563,Stocks,IBM,2011-01-03,2026-09-21
MODEL-FLIP,86,,-0.2601082067286447,-0.06493060172775467,-0.7262947039105865,-0.6518203947660026,1.0,Stocks,IBM,2011-01-03,2026-09-21
BUY & HOLD,0,,0.12268804651226094,0.032177748643026804,-0.5608433754543771,0.6449604986905058,1.0,Stocks,IBM,2011-01-03,2026-09-21
ORIGINAL,81,0.32098765432098764,0.2516276698527272,0.07799366577257127,-0.52516503191644,2.255159840560628,0.8739878542510121,Stocks,GE,2011-01-03,2026-09-21
HYBRID,42,0.2857142857142857,0.01833637853310684,0.003924402842010899,-0.5702535398105197,0.06348614261824514,0.3507085020242915,Stocks,GE,2011-01-03,2026-09-21
MODEL-FLIP,67,,0.3640382911436383,0.1226435359119602,-0.5637152966639198,5.159768420597493,1.0,Stocks,GE,2011-01-03,2026-09-21
BUY & HOLD,0,,0.2587040504792568,0.08571306715526905,-0.8266140272220778,2.641427397235937,1.0,Stocks,GE,2011-01-03,2026-09-21
ORIGINAL,66,0.3939393939393939,0.4042187370450229,0.10525287537330841,-0.4713531657847436,3.8196037810443624,0.8876518218623481,Stocks,DIS,2011-01-03,2026-09-21
HYBRID,45,0.37777777777777777,0.31932678678647497,0.0633099878914456,-0.5143999541111466,1.624020652172372,0.534665991902834,Stocks,DIS,2011-01-03,2026-09-21
MODEL-FLIP,64,,0.345508247211151,0.09602310958821181,-0.6489320983997038,3.2245188920793773,1.0,Stocks,DIS,2011-01-03,2026-09-21
BUY & HOLD,0,,0.24307102246023535,0.06663423031608762,-0.6071517098896992,1.7559493442089535,1.0,Stocks,DIS,2011-01-03,2026-09-21
ORIGINAL,73,0.3698630136986301,0.0375945880616106,0.012586642843334106,-0.5682779726891849,0.21725967967645277,0.8606121932709335,Stocks,QCOM,2011-01-03,2026-09-22
HYBRID,43,0.4418604651162791,0.46264589939587974,0.14263013724553408,-0.6111847534525887,7.131327844727677,0.5874019731849228,Stocks,QCOM,2011-01-03,2026-09-22
MODEL-FLIP,62,,0.2725232560649162,0.10134777339844492,-0.6069146830751313,3.5600436979252486,1.0,Stocks,QCOM,2011-01-03,2026-09-22
BUY & HOLD,0,,0.2467854496821499,0.09135117073007226,-0.4735294131396689,2.9511758283510914,1.0,Stocks,QCOM,2011-01-03,2026-09-22
ORIGINAL,50,0.4,0.17832946284206802,0.048959230653593755,-0.5299262638793485,1.1194687183806211,0.895242914979757,Stocks,TXN,2011-01-03,2026-09-21
HYBRID,36,0.4722222222222222,0.4515438271559818,0.12085384358487694,-0.42424098738642346,5.007245253447829,0.7831477732793523,Stocks,TXN,2011-01-03,2026-09-21
MODEL-FLIP,55,,0.2764164188390679,0.08386023220128558,-0.4486383579469817,2.5449845079078055,1.0,Stocks,TXN,2011-01-03,2026-09-21
BUY & HOLD,0,,0.46176150432508667,0.14393874237913207,-0.3390076487894754,7.2758936420895495,1.0,Stocks,TXN,2011-01-03,2026-09-21
ORIGINAL,56,0.35714285714285715,0.1042038482771366,0.03070126789228045,-0.5784324475744886,0.6083685574224762,0.9038461538461539,Stocks,INTU,2011-01-03,2026-09-21
HYBRID,39,0.3076923076923077,-0.17978464360075838,-0.039507628324232824,-0.7568753575442778,-0.46925325464567647,0.43724696356275305,Stocks,INTU,2011-01-03,2026-09-21
MODEL-FLIP,66,,-0.09135432205455929,-0.027996894075241086,-0.6962973338596686,-0.35997946005391845,1.0,Stocks,INTU,2011-01-03,2026-09-21
BUY & HOLD,0,,0.3704680115695649,0.12198407871575112,-0.684080800237189,5.103150390166274,1.0,Stocks,INTU,2011-01-03,2026-09-21
ORIGINAL,67,0.3283582089552239,-0.25491618637352664,-0.058049949897073794,-0.7978904416341721,-0.6093019993075024,0.8633603238866396,Stocks,AMGN,2011-01-03,2026-09-21
HYBRID,46,0.391304347826087,0.09296308334031511,0.0187050296655511,-0.47815144970251466,0.3380844357462922,0.6373987854251012,Stocks,AMGN,2011-01-03,2026-09-21
MODEL-FLIP,69,,0.04704878033385005,0.011709858731372202,-0.6487242662689141,0.20075966300250214,1.0,Stocks,AMGN,2011-01-03,2026-09-21
BUY & HOLD,0,,0.503538428878159,0.13260961257240256,-0.26717742214933793,6.077587921906039,1.0,Stocks,AMGN,2011-01-03,2026-09-21
ORIGINAL,76,0.3026315789473684,0.2851068604492154,0.08347887228705364,-0.6357488240228945,2.5254332899556924,0.8881578947368421,Stocks,CAT,2011-01-03,2026-09-21
HYBRID,48,0.3125,0.5313960563246128,0.1409061552488753,-0.5100797913739143,6.937753883996866,0.6700404858299596,Stocks,CAT,2011-01-03,2026-09-21
MODEL-FLIP,75,,0.30253134065355575,0.0941712372067458,-0.5924299371487546,3.1137291821978366,1.0,Stocks,CAT,2011-01-03,2026-09-21
BUY & HOLD,0,,0.46206040252702224,0.14734978890098382,-0.5016351001006794,7.67233124553449,1.0,Stocks,CAT,2011-01-03,2026-09-21
ORIGINAL,80,0.2375,-0.4106394293018462,-0.08228425672792838,-0.8129427665815294,-0.740612374565164,0.8896761133603239,Stocks,PM,2011-01-03,2026-09-21
HYBRID,48,0.25,-0.17350129478352974,-0.02814275945725342,-0.6164706897062386,-0.36148718008495917,0.52834008097166,Stocks,PM,2011-01-03,2026-09-21
MODEL-FLIP,80,,-0.15243592526127767,-0.03384363193033613,-0.6513864726417258,-0.4178749660458264,1.0,Stocks,PM,2011-01-03,2026-09-21
BUY & HOLD,0,,0.32718084962701244,0.07672555491148647,-0.5119609536407823,2.1955002825749927,1.0,Stocks,PM,2011-01-03,2026-09-21
ORIGINAL,85,0.23529411764705882,-0.7197959475756178,-0.11807950199973427,-0.8622571022089337,-0.8612414308654737,0.8208955223880597,Stocks,VZ,2011-01-03,2026-09-22
HYBRID,51,0.23529411764705882,-0.5887005953046391,-0.07767190046539418,-0.7218807229738575,-0.7194118679392837,0.4588919807740956,Stocks,VZ,2011-01-03,2026-09-22
MODEL-FLIP,80,,-0.5674399106628126,-0.10441738693797142,-0.8626746215398617,-0.8233162546352623,1.0,Stocks,VZ,2011-01-03,2026-09-22
BUY & HOLD,0,,0.07951789106074215,0.015579061883739476,-0.5058804538893626,0.27504804759334833,1.0,Stocks,VZ,2011-01-03,2026-09-22
ORIGINAL,51,0.3333333333333333,0.1511060729054019,0.06058416402541922,-0.8234021811304675,1.3096265416720705,0.9105395582890691,Stocks,NOW,2012-06-29,2026-09-22
HYBRID,30,0.3333333333333333,0.341368084435759,0.1183959097883891,-0.648356265794685,3.9156447401513024,0.6508247134470226,Stocks,NOW,2012-06-29,2026-09-22
MODEL-FLIP,48,,0.42687400293606736,0.19659050715947535,-0.5210192630461817,11.860869236616473,1.0,Stocks,NOW,2012-06-29,2026-09-22
BUY & HOLD,0,,0.556155097064239,0.2633370266012891,-0.6454173439572124,26.84552802348676,1.0,Stocks,NOW,2012-06-29,2026-09-22
ORIGINAL,69,0.42028985507246375,0.28034938552369915,0.08020208008147733,-0.5435833568190205,2.361553669113501,0.8977732793522267,Stocks,GS,2011-01-03,2026-09-21
HYBRID,41,0.3902439024390244,0.3768336707710319,0.08029308499372179,-0.40956792510415874,2.3660070595057157,0.47393724696356276,Stocks,GS,2011-01-03,2026-09-21
MODEL-FLIP,63,,0.27644544033768564,0.08320093202532619,-0.7713526753425999,2.5112477564199596,1.0,Stocks,GS,2011-01-03,2026-09-21
BUY & HOLD,0,,0.37701600644035854,0.11514484949360959,-0.5062916131025763,4.544004609820736,1.0,Stocks,GS,2011-01-03,2026-09-21
